REF_AREA,Geographic area,INDICATOR,Indicator,UNIT_MULTIPLIER,Unit multiplier,UNIT_MEASURE,Unit of measure,TIME_PERIOD,OBS_VALUE,OBS_FOOTNOTE,DATA_SOURCE,OBS_STATUS,Observation Status
EGY,Egypt,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low-Medium,Value: 3.0,,,
SLV,El Salvador,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low-Medium,Value: 3.5,,,
GNQ,Equatorial Guinea,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 8.9,,,
ERI,Eritrea,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 8.3,,,
EST,Estonia,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low,Value: 1.2,,,
SWZ,Eswatini,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,High,Value: 6.6,,,
ETH,Ethiopia,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 8.1,,,
FIN,Finland,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low,Value: 0.7,,,
FRA,France,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low,Value: 1.2,,,
GAB,Gabon,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Medium-High,Value: 4.8,,,
GMB,Gambia,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 7.1,,,
GEO,Georgia,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low-Medium,Value: 2.3,,,
DEU,Germany,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low,Value: 1.1,,,
GHA,Ghana,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Medium-High,Value: 5.0,,,
GRC,Greece,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low,Value: 1.7,,,
GTM,Guatemala,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Medium-High,Value: 5.1,,,
GIN,Guinea,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 8.9,,,
GNB,Guinea-Bissau,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 9.5,,,
GUY,Guyana,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low-Medium,Value: 3.3,,,
HTI,Haiti,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 7.8,,,
HND,Honduras,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Medium-High,Value: 4.3,,,
HUN,Hungary,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low,Value: 1.8,,,
ISL,Iceland,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low,Value: 0.9,,,
IND,India,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Medium-High,Value: 4.6,,,
IDN,Indonesia,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Medium-High,Value: 4.2,,,
IRN,Iran (Islamic Republic of),CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low-Medium,Value: 2.3,,,
IRQ,Iraq,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low-Medium,Value: 3.1,,,
IRL,Ireland,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low,Value: 1.8,,,
ISR,Israel,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low,Value: 1.6,,,
ITA,Italy,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low,Value: 1.8,,,
JPN,Japan,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low-Medium,Value: 2.1,,,
JOR,Jordan,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low-Medium,Value: 3.4,,,
KAZ,Kazakhstan,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low,Value: 1.9,,,
KEN,Kenya,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,High,Value: 6.4,,,
KWT,Kuwait,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low,Value: 1.8,,,
KGZ,Kyrgyzstan,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low-Medium,Value: 2.2,,,
LAO,Lao People's Democratic Republic,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,High,Value: 5.8,,,
LVA,Latvia,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low,Value: 1.9,,,
LBN,Lebanon,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low-Medium,Value: 2.7,,,
LSO,Lesotho,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,High,Value: 6.6,,,
LBR,Liberia,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 8.1,,,
LBY,Libya,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low-Medium,Value: 3.2,,,
LIE,Liechtenstein,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low,Value: 1.0,,,
LTU,Lithuania,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low-Medium,Value: 2.1,,,
LUX,Luxembourg,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low,Value: 1.8,,,
MDG,Madagascar,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 7.9,,,
MWI,Malawi,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 7.5,,,
MYS,Malaysia,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low-Medium,Value: 2.8,,,
MLI,Mali,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 7.5,,,
MLT,Malta,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low,Value: 1.2,,,
MRT,Mauritania,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 7.2,,,
MEX,Mexico,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low-Medium,Value: 3.1,,,
MNG,Mongolia,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low-Medium,Value: 3.1,,,
MNE,Montenegro,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low,Value: 1.9,,,
MAR,Morocco,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low-Medium,Value: 3.3,,,
MOZ,Mozambique,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Extremely High,Value: 8.2,,,
MMR,Myanmar,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Medium-High,Value: 5.4,,,
NAM,Namibia,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Medium-High,Value: 4.9,,,
NPL,Nepal,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Medium-High,Value: 4.2,,,
NLD,Netherlands (Kingdom of the),CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low,Value: 1.0,,,
NZL,New Zealand,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Low,Value: 0.8,,,
NIC,Nicaragua,CCRI_CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2020,Medium-High,Value: 4.5,,,
