REF_AREA,Geographic area,INDICATOR,Indicator,UNIT_MULTIPLIER,Unit multiplier,UNIT_MEASURE,Unit of measure,TIME_PERIOD,OBS_VALUE,OBS_FOOTNOTE,DATA_SOURCE,OBS_STATUS,Observation Status
ZMB,Zambia,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 7.8,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
ZWE,Zimbabwe,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,High,Value: 6.2,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
AFG,Afghanistan,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 7.3,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
ALB,Albania,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 7.4,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
DZA,Algeria,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Medium-High,Value: 5.1,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
AGO,Angola,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 8.3,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
ARG,Argentina,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 8.4,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
ARM,Armenia,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Low,Value: 0.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
AUS,Australia,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 7.3,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
AUT,Austria,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Medium-High,Value: 5.2,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
AZE,Azerbaijan,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Low,Value: 0.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
BHR,Bahrain,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Low,Value: 0.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
BGD,Bangladesh,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 8.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
BLR,Belarus,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 8.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
BEL,Belgium,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Medium-High,Value: 4.8,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
BLZ,Belize,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Low-Medium,Value: 3.1,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
BEN,Benin,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 7.3,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
BTN,Bhutan,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 7.3,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
BOL,Bolivia (Plurinational State of),CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 7.2,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
BIH,Bosnia and Herzegovina,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 7.1,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
BWA,Botswana,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Medium-High,Value: 4.9,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
BRA,Brazil,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 8.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
BRN,Brunei Darussalam,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Low,Value: 0.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
BGR,Bulgaria,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 7.7,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
BFA,Burkina Faso,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,High,Value: 5.8,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
BDI,Burundi,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Low,Value: 0.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
KHM,Cambodia,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Medium-High,Value: 4.6,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
CMR,Cameroon,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 8.9,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
CAN,Canada,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 7.7,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
CAF,Central African Republic,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 8.6,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
TCD,Chad,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Medium-High,Value: 4.1,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
CHL,Chile,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 8.6,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
CHN,China,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 8.9,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
COL,Colombia,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Medium-High,Value: 5.4,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
COG,Congo,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 8.3,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
CRI,Costa Rica,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Low,Value: 0.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
CIV,Côte d'Ivoire,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 8.8,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
HRV,Croatia,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 7.3,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
CUB,Cuba,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Medium-High,Value: 5.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
CYP,Cyprus,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Low,Value: 0.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
CZE,Czechia,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Low,Value: 0.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
PRK,Democratic People's Republic of Korea,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 7.2,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
COD,Democratic Republic of the Congo,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 8.1,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
DNK,Denmark,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 7.7,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
DJI,Djibouti,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,High,Value: 5.8,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
DOM,Dominican Republic,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,High,Value: 6.2,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
ECU,Ecuador,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Medium-High,Value: 5.3,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
EGY,Egypt,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 7.2,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
SLV,El Salvador,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 7.5,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
GNQ,Equatorial Guinea,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 9.2,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
ERI,Eritrea,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Medium-High,Value: 5.2,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
EST,Estonia,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Medium-High,Value: 5.1,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
SWZ,Eswatini,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Low,Value: 0.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
ETH,Ethiopia,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 9.3,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
FIN,Finland,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 8.7,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
FRA,France,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 7.9,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
GAB,Gabon,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 9.1,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
GMB,Gambia,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Low,Value: 0.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
GEO,Georgia,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Low,Value: 0.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
DEU,Germany,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Medium-High,Value: 5.2,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
GHA,Ghana,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 9.3,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
GRC,Greece,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Low-Medium,Value: 2.7,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
GTM,Guatemala,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,High,Value: 6.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
GIN,Guinea,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,High,Value: 6.9,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
GNB,Guinea-Bissau,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Low-Medium,Value: 3.7,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
GUY,Guyana,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Medium-High,Value: 4.6,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
HTI,Haiti,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 7.8,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
HND,Honduras,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 7.6,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
HUN,Hungary,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 7.3,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
ISL,Iceland,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Low,Value: 0.9,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
IND,India,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 7.8,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
IDN,Indonesia,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 7.9,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
IRN,Iran (Islamic Republic of),CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,High,Value: 6.6,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
IRQ,Iraq,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Low,Value: 0.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
IRL,Ireland,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,High,Value: 6.3,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
ISR,Israel,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Low-Medium,Value: 3.1,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
ITA,Italy,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 7.6,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
JPN,Japan,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Low,Value: 0.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
JOR,Jordan,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Low,Value: 2.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
KAZ,Kazakhstan,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 9.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
KEN,Kenya,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 8.2,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
KWT,Kuwait,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Low,Value: 0.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
KGZ,Kyrgyzstan,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 8.7,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
LAO,Lao People's Democratic Republic,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 8.3,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
LVA,Latvia,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Medium-High,Value: 4.5,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
LBN,Lebanon,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Low,Value: 0.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
LSO,Lesotho,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Low,Value: 0.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
LBR,Liberia,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 7.6,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
LBY,Libya,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,High,Value: 6.3,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
LIE,Liechtenstein,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 8.5,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
LTU,Lithuania,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Medium-High,Value: 5.2,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
LUX,Luxembourg,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Low,Value: 0.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
MDG,Madagascar,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 7.5,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
MWI,Malawi,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 7.7,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
MYS,Malaysia,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,High,Value: 6.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
MLI,Mali,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Medium-High,Value: 4.5,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
MLT,Malta,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Low,Value: 0.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
MRT,Mauritania,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,High,Value: 6.5,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
MEX,Mexico,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,High,Value: 6.5,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
MNG,Mongolia,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 9.2,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
